web_scraper_order,web_scraper_start_url,conteani,price,image,data4,data6,data7
"1765118243-430","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3722963_uploaded_image1_1654171360.jpg","HLM, Dakar, Sénégal","200 000CFA","Chien malinois"
"1765118243-431","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3712064_uploaded_image3_1653519092.jpeg","Mbour, Sénégal","Prix sur demande","Chiot malinois"
"1765118243-432","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3702631_uploaded_image1_1652963572.jpg","Pout, Sénégal","500 000CFA","Chien Pitbull"
"1765118243-433","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3701821_uploaded_image1_1652903283.jpg","Sicap Liberté, Dakar, Sénégal","95 000CFA","Bichon malte"
"1765118243-434","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3698110_uploaded_image2_1652703673.jpeg","Thies, Sénégal","250 000CFA","Chiot bergers allemands"
"1765118243-435","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3696751_uploaded_image1_1652605169.jpg","Toubab Dialao, Sénégal","350 000CFA","Rottweiler royal  femelle"
"1765118243-436","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3696528_uploaded_image1_1652568034.jpg","Grand Dakar, Dakar, Sénégal","65 000CFA","Chiots Labradors"
"1765118243-437","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3685884_uploaded_image1_1651951280.jpg","Dakar, Sénégal","600 000CFA","Chiots Chowsky"
"1765118243-438","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3680927_uploaded_image1_1651687101.jpg","Gueule Tapée, Dakar, Sénégal","300 000CFA","Chiot Caniche bichon"
"1765118243-439","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3676669_uploaded_image1_1651421266.jpg","Dakar, Sénégal","150 000CFA","Chiots Berger Allemand"
"1765118248-440","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4268216_uploaded_image1_1687536535.jpg","Dakar, Sénégal","150 000CFA","Chiots Berger Allemand"
"1765118248-441","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4266819_uploaded_image1_1687451460.jpg","Dakar, Sénégal","250 000CFA","Chien Berger Allemand"
"1765118248-442","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4263673_uploaded_image1_1687280336.jpg","Mamelles, Dakar, Sénégal","250 000CFA","Chien berger Allemand"
"1765118248-443","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4260253_uploaded_image1_1687017772.jpg","Saly, Sénégal","Prix sur demande","Chiots Malinois"
"1765118248-444","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4257284_uploaded_image1_1686798764.jpg","Mbao, Dakar, Sénégal","Prix sur demande","Chiot Labrador"
"1765118248-445","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4255782_uploaded_image3_1686731484.jpeg","Dakar, Sénégal","250 000CFA","Chiot  Malinois"
"1765118248-446","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4242936_uploaded_image1_1685941455.jpg","Saly, Sénégal","650 000CFA","Chiots  Bergers australien"
"1765118248-447","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4242529_uploaded_image1_1685899419.jpg","Dakar, Sénégal","350 000CFA","Chien  Rottweiler"
"1765118248-448","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4240673_uploaded_image1_1685739306.jpg","HLM, Dakar, Sénégal","Prix sur demande","Chiot Pitbull"
"1765118248-449","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4235508_uploaded_image1_1685447149.jpg","Keur Massar, Sénégal","220 000CFA","Chiots malinois"
"1765118248-450","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4227862_uploaded_image1_1684881837.jpg","Thies, Sénégal","150 000CFA","Chien"
"1765118248-451","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4226576_uploaded_image1_1684815976.jpg","Ouest Foire, Dakar, Sénégal","100 000CFA","Chiots Pitbull"
"1765118248-452","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4221634_uploaded_image1_1684441608.jpg","Dakar, Sénégal","350 000CFA","Chien Berger allemand"
"1765118248-453","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4220294_uploaded_image1_1684360783.jpg","Cambérène, Dakar, Sénégal","190 000CFA","Chiot Bichon Maltais"
"1765118248-454","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4220216_uploaded_image1_1684354056.jpg","Almadies, Dakar, Sénégal","125 000CFA","Chiots Berger Allemand"
"1765118248-455","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4219520_uploaded_image2_1684323670.jpeg","Ouakam, Dakar, Sénégal","190 000CFA","Chiots Pitbulls"
"1765118248-456","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4219240_uploaded_image1_1684312262.jpg","Ouest Foire, Dakar, Sénégal","130 000CFA","Chiots Pitbull"
"1765118248-457","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4216138_uploaded_image1_1684103109.jpg","Dakar, Sénégal","150 000CFA","Chien"
"1765118248-458","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4209184_uploaded_image1_1683653649.jpg","Thies, Sénégal","175 000CFA","Chiots berger allemand"
"1765118248-459","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4206429_uploaded_image1_1683473426.jpg","Dakar Plateau, Dakar, Sénégal","250 000CFA","Chiots Berger Belge"
"1765118248-460","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4206427_uploaded_image1_1683473206.jpg","Dakar Plateau, Dakar, Sénégal","150 000CFA","Chiots Berger Allemand"
"1765118248-461","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4206419_uploaded_image1_1683473050.jpg","Dakar Plateau, Dakar, Sénégal","150 000CFA","Chiots Caniches"
"1765118248-462","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4204043_uploaded_image1_1683299075.jpg","Dakar, Sénégal","600 000CFA","Chiot  Allemand"
"1765118248-463","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4203333_uploaded_image1_1683276634.jpg","Dakar, Sénégal","Prix sur demande","Chiens Berger Allemand"
"1765118248-464","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4203328_uploaded_image1_1683276531.jpg","Dakar, Sénégal","150 000CFA","Chiots Berger Allemand"
"1765118248-465","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4198141_uploaded_image1_1683020218.jpg","Dakar, Sénégal","300 000CFA","Chien"
"1765118248-466","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4192516_uploaded_image1_1682602073.jpg","Dakar, Sénégal","300 000CFA","Chienne malinois"
"1765118248-467","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4191047_uploaded_image1_1682510654.jpg","Dakar, Sénégal","250 000CFA","Chienne malinoise"
"1765118248-468","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4190505_uploaded_image1_1682468019.jpg","Lac rose, Sénégal","150 000CFA","Chiens"
"1765118248-469","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4189681_uploaded_image1_1682428415.jpg","Mariste, Dakar, Sénégal","130 000CFA","Chiot berger malinois"
"1765118248-470","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4186380_uploaded_image1_1682164639.jpg","Mbao, Dakar, Sénégal","Prix sur demande","Chien Malinois"
"1765118248-471","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4186378_uploaded_image2_1682164251.jpeg","Mbao, Dakar, Sénégal","Prix sur demande","Chiens Labrador"
"1765118248-472","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4186165_uploaded_image1_1682151351.jpg","Rufisque, Sénégal","200 000CFA","Chiot Malinois"
"1765118248-473","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4180447_uploaded_image1_1681745968.jpg","Guediawaye, Dakar, Sénégal","100 000CFA","Chiot pitbull"
"1765118248-474","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4178317_uploaded_image1_1681583921.jpg","Sicap Liberté, Dakar, Sénégal","100 000CFA","Chiot Bichon Maltais"
"1765118248-475","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4176841_uploaded_image1_1681482623.jpg","Saly, Sénégal","200 000CFA","Chiots bergers allemands"
"1765118248-476","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4174428_uploaded_image1_1681336910.jpg","Dakar Plateau, Dakar, Sénégal","150 000CFA","Chiot"
"1765118248-477","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4172538_uploaded_image1_1681227060.jpg","Keur Massar, Sénégal","200 000CFA","Chiens berger allemand"
"1765118248-478","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4171222_uploaded_image1_1681149812.jpg","Almadies, Dakar, Sénégal","Prix sur demande","Chiot Berger allemand"
"1765118248-479","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4169389_uploaded_image1_1681006575.jpg","Ngor, Dakar, Sénégal","300 000CFA","Chiot  Caniche"
"1765118248-480","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4167214_uploaded_image1_1680870219.jpg","Rufisque, Sénégal","400 000CFA","Chiots labrador"
"1765118248-481","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4165184_uploaded_image1_1680766831.jpg","Dakar, Sénégal","150CFA","Chiot Bichon"
"1765118248-482","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4162884_uploaded_image1_1680632930.jpg","Dakar, Sénégal","200 000CFA","Chiots  Malinois"
"1765118248-483","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4159449_uploaded_image1_1680456128.jpg","Dakar Plateau, Dakar, Sénégal","350 000CFA","Chiots  Malinois"
"1765118248-484","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4158059_uploaded_image1_1680361437.jpg","Rufisque, Sénégal","150 000CFA","Chiots Malinois"
"1765118248-485","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4149988_uploaded_image1_1679859740.jpg","Dakar, Sénégal","120 000CFA","Chiots"
"1765118248-486","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4149942_uploaded_image1_1679856856.jpg","Dakar, Sénégal","150 000CFA","Chiot Bichon"
"1765118248-487","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4142083_uploaded_image1_1679347655.jpg","Mariste, Dakar, Sénégal","175 000CFA","Chien Jack russell"
"1765118248-488","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4141864_uploaded_image1_1679336408.jpg","Dakar, Sénégal","750 000CFA","Chiot Labrador"
"1765118248-489","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4141061_uploaded_image1_1679304713.jpg","Diamniadio, Sénégal","125 000CFA","Chiot Berger Allemand"
"1765118248-490","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4137626_uploaded_image2_1679009249.jpeg","Dieuppeul-Derklé, Dakar, Sénégal","70 000CFA","Chiot Bichon"
"1765118248-491","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4135756_uploaded_image1_1678898624.jpg","Diamniadio, Sénégal","150 000CFA","Chiots berger allemand"
"1765118248-492","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4134271_uploaded_image1_1678817547.jpg","Dakar, Sénégal","250CFA","Chiot Mal Bichon"
"1765118248-493","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4131053_uploaded_image1_1678627815.jpg","Keur Massar, Sénégal","100 000CFA","Chiots Berger Allemand"
"1765118248-494","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4130159_uploaded_image1_1678548295.jpg","Dakar, Sénégal","150 000CFA","Chiot  berger"
"1765118248-495","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4126440_uploaded_image1_1678350608.jpg","Dakar, Sénégal","280 000CFA","Chiots malinois"
"1765118248-496","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4126336_uploaded_image1_1678330762.jpg","Almadies, Dakar, Sénégal","700 000CFA","Chienne Golden Retriever"
"1765118248-497","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4126334_uploaded_image1_1678330605.jpg","Almadies, Dakar, Sénégal","650 000CFA","Chienne Labrador"
"1765118248-498","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4126333_uploaded_image1_1678330232.jpg","Almadies, Dakar, Sénégal","1 350 000CFA","Chiens Rottweiler"
"1765118248-499","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4125861_uploaded_image1_1678300191.jpg","Mbao, Dakar, Sénégal","Prix sur demande","Chiot Bichon Maltais"
"1765118248-500","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4125859_uploaded_image1_1678300077.jpg","Mbao, Dakar, Sénégal","Prix sur demande","Chiots Berger allemand"
"1765118248-501","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4124637_uploaded_image1_1678229133.jpg","Ouakam, Dakar, Sénégal","150 000CFA","Chien Bichon"
"1765118248-502","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4121621_uploaded_image1_1678058765.jpg","Dakar, Sénégal","140 000CFA","Chien berger allemand"
"1765118248-503","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4118672_uploaded_image1_1677860063.jpg","Grand Yoff, Dakar, Sénégal","130 000CFA","Chiot bichon maltais"
"1765118248-504","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4118286_uploaded_image1_1677846223.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","280 000CFA","Chiots malinois"
"1765118248-505","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4117078_uploaded_image1_1677779647.jpg","Dakar, Sénégal","150 000CFA","Chiot Caniche bichon"
"1765118248-506","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4108812_uploaded_image1_1677276973.jpg","Mbao, Dakar, Sénégal","100 000CFA","Chiot mâle bichon"
"1765118248-507","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4105901_uploaded_image1_1677094228.jpg","Fann-Point E-Amitié, Dakar, Sénégal","Prix sur demande","Chiot Spitz Nain Pomeranien"
"1765118248-508","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4085335_uploaded_image1_1675814530.jpg","Rufisque, Sénégal","700 000CFA","Chiot berger malinois"
"1765118248-509","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4080591_uploaded_image1_1675545771.jpg","Dakar, Sénégal","300 000CFA","Chien berger allemand"
"1765118248-510","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4078372_uploaded_image1_1675431643.jpg","Dakar, Sénégal","100 000CFA","Chiots Pitbull"
"1765118248-511","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4077248_uploaded_image1_1675372705.jpg","Dieuppeul-Derklé, Dakar, Sénégal","130 000CFA","Chiots Bichons"
"1765118248-512","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4070065_uploaded_image1_1675021877.jpg","Dakar, Sénégal","100 000CFA","Chiots Pitbull"
"1765118248-513","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg","Mbao, Dakar, Sénégal","Prix sur demande","Chiot husky sibérien"
"1765118248-514","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4059349_uploaded_image1_1674300377.jpg","Fann, Dakar, Sénégal","650 000CFA","Chiot Golden Retriever"
"1765118248-515","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4057130_uploaded_image1_1674154040.jpg","Keur Massar, Sénégal","160 000CFA","Chiots bergers allemands"
"1765118248-516","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4056315_uploaded_image1_1674120801.jpg","Fann-Point E-Amitié, Dakar, Sénégal","Prix sur demande","Chiots Bulldog français"
"1765118248-517","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4051242_uploaded_image1_1673810971.jpg","Dieuppeul-Derklé, Dakar, Sénégal","200 000CFA","Chiot Rottweiller"
"1765118248-518","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4048503_uploaded_image1_1673626971.jpg","Dakar, Sénégal","200 000CFA","Chiot Bichon"
"1765118248-519","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4048333_uploaded_image1_1673621051.jpg","Dieuppeul-Derklé, Dakar, Sénégal","130 000CFA","Chiots Bichons"
"1765118248-520","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4047402_uploaded_image1_1673559774.jpg","Cambérène, Dakar, Sénégal","180 000CFA","Chiots berger allemand"
"1765118248-521","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4044025_uploaded_image1_1673388499.jpg","Dakar, Sénégal","130 000CFA","Chiots Berger Allemand"
"1765118248-522","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4041802_uploaded_image1_1673279754.jpg","Dieuppeul-Derklé, Dakar, Sénégal","130 000CFA","Chiots Bichons"
"1765118248-523","https://sn.coinafrique.com/categorie/chiens?page=5","","","https://images.coinafrique.com/thumb_4041795_uploaded_image1_1673279581.jpg","Dieuppeul-Derklé, Dakar, Sénégal","130 000CFA","Chiots bichons"
"1765118252-524","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4604923_uploaded_image1_1708530320.jpg","Dakar, Sénégal","Prix sur demande","Chiens berger allemand"
"1765118252-525","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4595120_uploaded_image1_1708002349.jpg","Thies, Sénégal","100 000CFA","Chiot Bichon"
"1765118252-526","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4583262_uploaded_image1_1707324718.jpg","Almadies 2, Dakar, Sénégal","130 000CFA","Bichon maltais femelle"
"1765118252-527","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4580660_uploaded_image1_1707214130.jpg","Dakar, Sénégal","250CFA","Chien Boerboel"
"1765118252-528","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4579870_uploaded_image1_1707162831.jpg","Thies, Sénégal","Prix sur demande","Chien American Bully"
"1765118252-529","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4578293_uploaded_image1_1707081785.jpg","Almadies 2, Dakar, Sénégal","150 000CFA","Chiot Berger Allemand"
"1765118252-530","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4578118_uploaded_image1_1707073637.jpg","Almadies 2, Dakar, Sénégal","250 000CFA","Chiot Rottweiler"
"1765118252-531","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4578066_uploaded_image1_1707070773.jpg","Dakar, Sénégal","175 000CFA","Chiots Berger Allemand"
"1765118252-532","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4560526_uploaded_image1_1706096544.jpg","Rufisque, Sénégal","250 000CFA","Chiens Malinois charbonner"
"1765118252-533","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4559186_uploaded_image1_1706015644.jpg","Dakar, Sénégal","Prix sur demande","Chiens malinois"
"1765118252-534","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4557442_uploaded_image1_1705924339.jpg","Dakar, Sénégal","Prix sur demande","Chiots  Bichon maltais"
"1765118252-535","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4556192_uploaded_image1_1705853341.jpg","Point E, Dakar, Sénégal","195 000CFA","Chiots mâle"
"1765118252-536","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4549443_uploaded_image1_1705486947.jpg","Dakar, Sénégal","350 000CFA","Chiot Malinois"
"1765118252-537","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4548513_uploaded_image1_1705430390.jpg","Dakar, Sénégal","250 000CFA","Chiot femelle Malinois et Red Nose"
"1765118252-538","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4543266_uploaded_image1_1705144667.jpg","Dakar, Sénégal","275 000CFA","Rottweiler femelle 2 mois"
"1765118252-539","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4532830_uploaded_image1_1704659788.jpg","Thies, Sénégal","300 000CFA","Chiot Rott"
"1765118252-540","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4532826_uploaded_image1_1704659683.jpg","Thies, Sénégal","250 000CFA","Chiot Berger Malinois"
"1765118252-541","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4532817_uploaded_image1_1704659367.jpg","Thies, Sénégal","150 000CFA","Chiot Berger Allemand"
"1765118252-542","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4532063_uploaded_image1_1704626532.jpg","Dakar, Sénégal","150 000CFA","Chiot Berger allemand"
"1765118252-543","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4530727_uploaded_image1_1704546741.jpg","Saly, Sénégal","125 000CFA","Chiots Bergers Allemands"
"1765118252-544","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4513587_uploaded_image1_1703525523.jpg","Thies, Sénégal","700 000CFA","Chiot Berger Allemand"
"1765118252-545","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4513582_uploaded_image1_1703525135.jpg","Thies, Sénégal","230 000CFA","Chiotte Berger Allemand"
"1765118252-546","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4513573_uploaded_image1_1703524791.jpg","Thies, Sénégal","700 000CFA","Chiens  Malinois charbonnés"
"1765118252-547","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4513571_uploaded_image1_1703524590.jpg","Thies, Sénégal","550 000CFA","Chiot Boerbool"
"1765118252-548","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4499987_uploaded_image1_1702579369.jpg","Mbour, Sénégal","Prix sur demande","Chiot Caniche"
"1765118252-549","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4497142_uploaded_image1_1702422599.jpg","Sicap Liberté, Dakar, Sénégal","120 000CFA","Bichon Maltais"
"1765118252-550","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4497133_uploaded_image1_1702422179.jpg","Sicap Liberté, Dakar, Sénégal","150 000CFA","Bichon Maltais"
"1765118252-551","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4491233_uploaded_image1_1702048768.jpg","Lac rose, Sénégal","150 000CFA","Chiots Bichon Maltais"
"1765118252-552","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4482375_uploaded_image1_1701548723.jpg","Dakar, Sénégal","275CFA","Chiot Malinois"
"1765118252-553","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4482373_uploaded_image1_1701548572.jpg","Dakar, Sénégal","350 000CFA","Chiot Rottweiler"
"1765118252-554","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4473735_uploaded_image1_1701045157.jpg","Saly, Sénégal","Prix sur demande","Chien Kangal"
"1765118252-555","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4463659_uploaded_image1_1700349992.jpg","Dakar, Sénégal","250 000CFA","Chiot Malinois"
"1765118252-556","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4456414_uploaded_image1_1699894532.jpg","Fass, Dakar, Sénégal","150 000CFA","Chiot Caniche"
"1765118252-557","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4436255_uploaded_image1_1698705740.jpg","Sicap Liberté, Dakar, Sénégal","170 000CFA","Femelles Bichon Maltais"
"1765118252-558","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4413898_uploaded_image1_1697111822.jpg","Dakar, Sénégal","200 000CFA","Chien Berger Allemand"
"1765118252-559","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4413893_uploaded_image1_1697111712.jpg","Dakar, Sénégal","300 000CFA","Chien Berger Allemand"
"1765118252-560","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4413890_uploaded_image1_1697111604.jpg","Dakar, Sénégal","300 000CFA","Chien"
"1765118252-561","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4408048_uploaded_image1_1696769142.jpg","Ngor, Dakar, Sénégal","Prix sur demande","Chiot"
"1765118252-562","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4407651_uploaded_image1_1696729959.jpg","Pikine, Sénégal","Prix sur demande","Chiot Presa Canario"
